Strain,Type,Rating,Effects,Flavor,Description,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Marionberry-Kush,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Berry,Earthy,Sweet","Like the fruit it is named for, Marionberry Kush is a delicious hybrid bred by Heroes of the Farm. A well-balanced cross of Raspberry Kush and Space Queen that puts off a full spectrum of fruity flavors, Marionberry Kush closely resembles her genetic “sister” Cinderella 99. There are six main phenotypes of Marionberry that all show a range of fruit flavors like passionfruit and raspberry. The aroma is smooth, sweet, and earthy with a sour twist. The effects are pronounced and uplift the mind almost immediately and then slowly relax the body without putting you to sleep. ",,,,,,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.193,0.0,0.0,0.0,0.039,0.028,0.0,0.124,0.076,,0.049,0.287,0.0,0.0,,0.49,0.0,17.43,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.04,0.0,
Mars-Og,indica,4.4,"Relaxed,Sleepy,Hungry,Euphoric,Focused","Pine,Woody,Citrus","Mars OG is one spacey indica. Coming out of the California Bay Area, Mars OG has been given its planetary name in reference to its growing conditions. Planetary strains refer to strains which began indoors and were moved outdoors to complete the grow cycle in more natural conditions. The end result is a dense bud with a high flower-to-leaf ratio that produces a heavy-handed body buzz. With a hearty, thick taste and pungent smell, Mars OG will take away your pains and easily put you to sleep.",,,,,,0.0,0.002,0.0,0.0,0.02,0.0,0.0,0.128,0.0,0.0,0.028,0.127,0.024,0.0,0.418,0.236,,0.052,0.28,0.0,0.0,,1.06,0.0,17.64,0.01,0.0,0.05,0.0,0.0,0.0,0.46,0.07,0.0,
Master-Bubba,indica,4.3,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Earthy,Pungent,Skunk","Master Bubba is the perfect strain for those looking for true indica effects. Bred from Master Kush and Bubba Kush, it’s popular for the treatment of pain, stress and insomnia thanks to the strong body sedation it provides. Master Bubba plants flower at 8 to 9 weeks with smaller, dense buds that can have a fruity, musky aroma. Kush earthiness is the main note in its smooth flavor. This strain can be very potent, making it best in the evening or as a nightcap.",,,,,,0.0,0.005,0.003,0.0,0.001,0.045,0.0,0.048,0.064,0.003,0.033,0.078,0.018,0.0,0.286,1.998,,0.046,0.203,0.0,0.0,,0.56,0.0,26.95,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.1,0.0,
Master-Kush,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Pungent,Woody","Master Kush is a popular indica cross created out of two landrace strains from different parts of the Hindu Kush region. Master Kush is bred by the Dutch White Label Seed Company, located in Amsterdam. During maturation the plant produces a subtle earthy, citrus smell with a hint of incense, which is often described as a vintage flavor. The taste of Master Kush is reminiscent of the famous hard-rubbed charas hash. This strain holds a superb balance of full-body relaxation without the mind-numbing effect that many indica strains produce. Instead, Master Kush offers a sharpened sensory awareness that can bring out the best of any activity.",,,,,,0.0,0.005,0.017,0.0,0.003,0.0,0.0,0.091,0.0,0.004,0.143,0.129,0.018,0.0,0.437,0.099,,0.034,0.185,0.001,0.0,,1.4,0.0,13.43,0.0,0.0,0.03,0.0,0.0,0.0,0.37,0.04,0.02,
Medusa,hybrid,4.1,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Blueberry,Pungent","Medusa mixes smooth, sweet flavors with an earthy aroma of fresh blueberries to create a compelling hybrid. Using their strain Misty, Nirvana Seeds has developed a strong mix of sedating body effects with balanced and clear cerebral activity. Medical consumers appreciate Medusa’s ability to combat sleep issues and body pains.",,,,,,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.062,0.286,0.0,0.014,0.078,0.276,0.0,0.171,2.249,,0.084,0.116,0.0,0.0,,1.78,0.0,12.86,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.05,0.05,
Mendo-Breath,indica,4.8,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Sweet","Mendo Breath is an interesting mix of OGKB (OGKushBreath, which is the supposed patriarch in the Cookies Fam genetics) and Mendo Montage. Their forces combined make dense frosty buds that reek of sweet vanilla and caramel. But no matter how good this smells, save it for after work. This thumper can pivot your entire day’s plans with its powerful body high built for chronic pain and discomfort. ",,,,,,0.0,0.011,0.011,0.001,0.005,0.007,0.0,0.124,0.028,0.009,0.121,0.123,0.057,0.0,0.435,0.187,,0.083,0.467,0.0,0.0,,0.61,0.0,20.39,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.2,0.0,
Mickey-Kush,sativa,4.6,"Uplifted,Happy,Focused,Relaxed,Euphoric","Earthy,Sweet,Tree,Fruit","Mickey Kush is a 75% sativa cross between Sweet Irish Kush and Jack The Ripper. These potent buds offer an earthy, kush flavor with lemon undertones, and deliver energetic, focused effects. Mickey Kush is renowned for its high THC and CBG cannabinoid content, making it a prime choice for tumor treatment, alleviating nausea, pain, and depression. These indoor or outdoor plants reach a medium height with a moderate to heavy yield, flowering between 7 and 8 weeks.",,,,,,0.0,0.012,0.026,0.0,0.0,0.072,0.0,0.12,0.0,0.004,0.031,0.166,0.048,0.0,0.451,0.254,,0.066,0.431,0.0,0.0,,5.62,0.0,20.31,0.04,0.03,0.09,0.05,0.0,0.0,0.51,0.33,0.06,
Mob-Boss,hybrid,4.5,"Energetic,Happy,Euphoric,Uplifted,Relaxed","Earthy,Pine,Citrus","Released in 2009 by Grindhouse Medical Seeds, Mob Boss is a sativa-dominant hybrid bred from Chemdawg D and Tang Tang. This California strain earned its fame through its staggeringly heavy resin production and intoxicatingly potent effects. Mob Boss’ intensity hides behind a light, sweet floral aroma with undertones of citrus and herbs. While some phenotypes deliver a hard-hitting jolt of cerebral psychoactivity, others tend to induce a lighter, more clear-headed buzz. Patients use Mob Boss for potent relief of muscle tension, mood elevation, and appetite stimulation. Depending on how its traits are expressed, Mob Boss typically finishes flowering in 60 to 70 days indoors.",,,,,,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.084,0.119,0.0,0.0,0.13,0.337,0.0,0.377,0.581,,0.194,0.569,0.0,0.0,,79.98,0.6,0.2,0.56,3.62,0.07,0.31,0.0,0.0,0.0,2.54,0.11,
Mochi,hybrid,5.0,"Sleepy,Happy,Hungry,Relaxed,Tingly","Pungent,Minty,Flowery","Mochi by Sherbinski is another strain that leans on the Cookie Fam lineage for flavor, potency, and stability. This phenotypic expression of Sunset Sherbet x Thin Mint Girl Scout Cookies is an indica-leaning hybrid with beautiful, dense buds. Mochi’s appearance is a frosty mixture of purple and jade foliage knotted with bright red hairs. Its effects are very similar to that of its parent strains, offering moderate pain and stress reduction while imbuing the consumer with a calm and creative aura. The Mochi strain is also known by the names Gelato 47 and Mochi Gelato. ",,,,,,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.025,0.027,0.0,0.0,0.049,0.161,0.0,0.126,0.547,,0.073,0.133,0.0,0.0,,0.51,0.0,10.44,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.02,0.0,
Mr-Nice,indica,4.2,"Relaxed,Happy,Hungry,Sleepy,Uplifted","Earthy,Sweet,Woody","Mr. Nice is a cross between the legendary G13 strain and the Hash Plant. Previously unavailable since the '80s, Sensi Seed Bank has put this strain on the market again. It's named in honor of Howard Marks, the Oxford graduate who became one of the biggest cannabis smugglers of our time. After his time in federal prison Howard released his autobiography entitled 'Mr. Nice'. This indica-dominant plant has extremely dense buds with a sweet smell. Mr. Nice will creep up and provide you with a strong, mellow high.",,,,,,0.0,0.008,0.013,0.005,0.0,0.0,0.0,0.081,0.034,0.006,0.089,0.093,0.056,0.0,0.353,0.235,,0.059,0.328,0.0,0.0,,0.73,0.0,17.81,0.0,0.0,0.07,0.0,0.0,0.0,0.12,0.07,0.03,
Nyc-Diesel,hybrid,4.2,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Diesel,Earthy,Pungent","Bred by Soma Sacred Seeds, NYC Diesel (or Soma Sour Diesel) is a 60% sativa-dominant cross between Mexican and Afghani landraces. This strain provides strong cerebral effects that ease into a deep, full-body relaxation over time. A pungent lime and grapefruit aroma is the mark of a high quality batch, like those that won this strain five Cannabis Cup trophies in the early 2000s. NYC Diesel’s happy, talkative qualities make this hybrid a good choice for social activities and many anxiety-prone consumers praise it for its paranoia-free effects.",,,,,,0.0,0.009,0.005,0.0,0.0,0.0,0.0,0.078,0.0,0.003,0.083,0.088,0.061,0.0,0.291,0.64,,0.07,0.307,0.0,0.0,,0.65,0.0,21.46,0.0,0.0,0.04,0.0,0.0,0.0,0.67,0.12,0.0,
Night-Terror-Og,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Berry,Grape","Night Terror OG is what you get when you combine Blue Dream with Rare Darkness #1 genetics. This cleverly named hybrid sways heavily toward the indica side of the spectrum, inducing relaxing effects that sink deeper in the body over time. You may find your eyelids feeling heavy before long, but don’t let a name like Night Terror OG fool you: a good night’s sleep is on its way. This 70% indica isn’t necessarily a day-ender, as the OG Kush in Rare Darkness’ genes provides a heady, invigorating buzz that deteriorates stress at the end of a long day. These effects are ushered in by flavors of blueberry and fruit with subtle notes of lemon, pine, and diesel.",,,,,,0.0,0.007,0.003,0.0,0.0,0.006,0.0,0.186,0.0,0.004,0.046,0.05,0.288,0.0,0.146,0.584,,0.138,0.135,0.0,0.0,,1.15,0.0,22.13,0.0,0.0,0.08,0.0,0.0,0.0,0.19,0.11,0.02,
Nina-Limone,sativa,5.0,"Euphoric,Happy,Energetic,Talkative,Uplifted","Lemon,Sweet,Citrus","Nina Limone by Colorado Seed Inc. is a stimulating citrus-heavy cross of Super Lemon Haze and Rebel God Smoke. While this strain produces beautiful, rich nuggets of hard, resinous flower, the yield is small and unsuitable for mass production, but may still be found in special, rare quantities. Instead, CO Seed Inc. bred a series of strains to capture and stabilize the tropical qualities of Nina Limone in tandem with strains like Gupta Kush, Flo, Hawaiian Sunrise, and Silver Back. ",,,,,,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.662,4.002,0.098,0.667,0.236,0.0,2.193,0.79,,0.424,0.648,0.0,0.0,,77.17,0.0,0.0,0.52,0.7,0.0,0.16,0.0,0.0,0.0,2.29,0.79,
Northern-Lights,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Sweet,Pine","Northern Lights stands among the most famous strains of all time, a pure indica cherished for its resinous buds, fast flowering, and resilience during growth. Itself a descendant of indigenous Afghani and Thai landrace strains, Northern Lights has given rise to famous hybrids like Shiva Skunk and Super Silver Haze. Rumor has it that Northern Lights first sprouted near Seattle, Washington, but was propagated out of Holland after 1985 at what is now Sensi Seeds.Pungently sweet, spicy aromas radiate from the crystal-coated buds, which sometimes reveal themselves in hues of purple. Northern Lights’ psychoactive effects settle in firmly throughout the body, relaxing muscles and pacifying the mind in dreamy euphoria. Comfortable laziness allows patients to relieve pain and sleeplessness, while its mellow contentment roots out depression and stress. Several different Northern Lights phenotypes circulate the market, but Sensi Seeds recommends a general indoor flowering time of 45 to 50 days.",,,,,,0.0,0.025,0.01,0.0,0.0,0.0,0.0,0.058,0.0,0.016,0.0,0.073,0.08,0.0,0.174,0.167,,0.136,0.975,0.008,0.0,,0.33,0.0,25.27,0.02,0.0,0.09,0.0,0.0,0.0,1.19,0.17,0.02,
Northern-Skunk,hybrid,4.5,"Happy,Relaxed,Euphoric,Uplifted,Hungry","Skunk,Earthy,Pungent",,,,,,,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.207,0.082,0.0,0.692,1.33,,0.163,1.081,0.0,0.0,,1.86,0.0,27.26,0.0,0.0,0.05,0.0,0.0,0.0,0.86,0.11,0.0,
Nuken,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Sweet,Earthy,Woody","The mostly indica Nuken is a Canadian strain bred by combining genetics from Kish (a cross of two Shishkaberry parents) and God Bud. Her even-keeled effects are delivered alongside a sweet, earthy aroma of fresh herbs and grass. While undeniably strong, Nuken typically leaves you functional enough to still enjoy hobbies and the company of friends. Nuken blooms with rounded, dense buds covered in a blanket of crystal resin veiling its sage hues.",,,,,,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.02,0.0,0.0,0.0383,0.0563,0.306,0.0,0.192,0.93,,0.15,0.109,0.0,0.0,,3.12,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.15,0.0,
Og-18,hybrid,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Pine,Diesel","OG #18, a phenotype of OG Kush, was introduced by DNA Genetics. Also known as 'Private Reserve,' this indica-dominant hybrid delivers a long-lasting sedative and trancey high, ideal for leisure and relaxation. True to its predecessors, this flower carries the distinct diesel kush flavor with sour undertones. Its prominence is not new: a winner of the High Times Cannabis Cup in '09 and '10, as well as the Europe Champions Cup and Spannabis Indoor Hydro Cup in '10. Interested in growing? Plan for a 9 week flowering time indoors.",,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.012,0.055,0.035,0.0,0.126,0.246,,0.074,0.439,0.0,0.0,,,,,,,,,,,,,,
Og-Kush,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Earthy,Pine,Woody","OG Kush makes up the genetic backbone of West Coast cannabis varieties, but in spite of its ubiquity, its genetic origins remain a mystery. Popular myth maintains that Chemdawg and Hindu Kush parented OG Kush, passing on the distinct “kush” bud structure we see in many strains today. However, we can’t be sure because OG Kush first came from bag seed in the early 90s. The earliest propagators (now known as Imperial Genetics) are said to have brought the seeds out of Florida to Colorado and southern California, where it now flourishes. There are many different phenotypes of OG Kush, some of which include Tahoe OG, SFV OG, and Alpha OG. OG Kush is cherished for its ability to crush stress under the weight of its heavy euphoria. It carries an earthy pine and sour lemon scent with woody undertones, an aroma that has become the signature of OG Kush varieties and descendants. With OG Kush, patients most commonly cite improvements in migraines, ADD/ADHD, and stress disorders. ",,,,,,0.0,0.013,0.092,0.0,0.0,0.019,0.0,0.12,0.0,0.008,0.547,0.85,0.086,0.0,2.706,0.186,,0.164,0.744,0.0,0.0,,1.94,0.0,67.34,0.12,0.0,0.16,0.0,0.0,0.0,1.93,0.2,0.0,
Og-Sour-Diesel,hybrid,3.5,"Happy,Relaxed,Energetic,Giggly,Talkative","Diesel,Citrus,Lemon","OG Sour Diesel by The Cali Connection is a riff on where Sour Diesel has been and where it is going. By combining Sour OG and Cali Connection’s East Coast Sour Diesel precursor, OG Sour Diesel adopts the historical ECSD lineage while offering a nod to the West Coast’s tradition of Kush-heavy crosses. The fuel aroma the buds emit is intense and astringent. The long-lasting cerebral effects mute stress without encumbering the body.",,,,,,0.0,0.027,0.008,0.0,0.0,0.0,0.0,0.099,0.0,0.023,0.0,0.212,0.064,0.0,0.529,0.328,,0.092,0.551,0.0,0.0,,0.96,0.0,20.28,0.0,0.0,0.08,0.0,0.03,0.0,0.69,0.08,0.0,
Ogiesel,hybrid,4.2,"Euphoric,Energetic,Creative,Relaxed,Happy","Earthy,Pine,Diesel","An inspirational cross between SFV OG Kush and Giesel, OGiesel is all smiles. While mild at first, a euphoric feeling creeps up steadily after initial use. While the slightly sativa dominant traits make this a happy, uplifting strain, OGiesel provides a truly hybrid experience. Its smiley effects are complemented by an easy feeling of bodily relaxation, making this strain perfect for an afternoon picnic or regular daytime use. The aroma of this hybrid is strong and piney with pleasant lemon undertones. OGiesel typically flowers in 8 weeks and features more indica-like growing characteristics. For best yields, this strain should be grown indoors.",,,,,,0.0,0.006,0.004,0.0,0.0,0.058,0.0,0.06,0.0,0.008,0.0,0.112,0.025,0.0,0.301,0.25,,0.05,0.264,0.0,0.0,,0.53,0.0,19.88,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.06,0.0,
Ogre,hybrid,4.1,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Skunk,Pungent,Earthy","There are several cannabis strains out there with the moniker of “Ogre.” The best known and most sought after is a sativa/Skunk-leaning phenotype of the multiple award-winning indica Sensi Star. While most phenotypes of Sensi Star are fairly compact indica plants, the Ogre is named for its much larger size and huge yields. Giant, frosty colas produce very high levels of THC and a pungent lemon-skunk aroma.",,,,,,0.0,0.012,0.006,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.035,0.061,0.319,0.0,0.209,1.473,,0.178,0.27,0.0,0.0,,0.51,0.0,19.66,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.11,0.0,
Orange-Cookies,hybrid,4.6,"Relaxed,Happy,Uplifted,Euphoric,Creative","Citrus,Orange,Sweet","Orange Cookies bred by Franchise Genetics is a hybrid that combines Orange Juice with the renowned Girl Scout Cookies. A flavor-packed strain, Orange Cookies expresses itself with a strong aroma of sweet citrus that closely resembles a fresh tangerine. The flavors of Orange Cookies gives way to deep calming body effects that mingle with a euphoric cerebral buzz to leave you happy and relaxed. ",,,,,,0.0,0.0,0.0,0.009,0.0,0.132,0.0,0.097,0.0,0.764,0.042,0.23,0.028,0.0,0.728,0.447,,0.084,0.333,0.0,0.0,,2.87,0.0,75.55,0.01,0.11,0.18,0.0,0.0,0.02,2.44,0.37,0.0,
Orange-Creamsicle,hybrid,4.8,"Relaxed,Happy,Euphoric,Uplifted,Focused","Citrus,Orange,Sweet","Taking the best attributes of parent strains Orange Crush and Juicy Fruit, Orange Creamsicle’s tall structure, heavy colas, and pungent flavor will be sure to keep you coming back for more. This hybrid strain, as the name suggests, has a strong citrus flavor and is used to treat nausea and anxiety. Growers will be happy with this heavy producer that flowers in 9 weeks with beautiful orange-white coloring and a thick coating of resin.",,,,,,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.028,0.113,0.519,0.039,0.088,0.03,0.0,0.293,0.135,,0.054,0.145,0.0,0.0,,0.47,0.0,14.12,0.0,0.0,0.01,0.0,0.0,0.0,0.52,0.02,,
Orange-Crush,hybrid,4.2,"Uplifted,Happy,Relaxed,Energetic,Creative","Citrus,Orange,Sweet","Orange Crush is a sativa-dominant cannabis strain with a super sweet tangy flavor and aroma. Bred by BC Growers Association with California Orange and Blueberry for parents, Orange Crush produces a powerful cerebral sensation that can last up to two hours. It has small, dense buds that contain a large amount of trichomes and many orange pistils. Orange Crush has a flowering time of 7-9 weeks and a THC content of up to 15%.",,,,,,0.0,0.007,0.029,0.0,0.002,0.001,0.0,0.052,0.043,0.006,0.099,0.137,0.228,0.0,0.426,1.175,,0.121,0.272,0.0,0.0,,0.63,0.0,15.12,0.02,0.0,0.04,0.0,0.0,0.0,0.09,0.07,0.0,
Paris-Og,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Lemon,Pine","Paris OG is an indica-dominant strain with calming effects that promote rest and relaxation. Rumor has it that Paris OG descends from Headband and Lemon OG, who together pass on a sweet blend of fruity, citrus flavors. With victories in multiple competitions including 1st place in the 2014 Michigan High Times' Cannabis Cup, Paris OG has undoubtedly secured itself a long-lasting reputation in the cannabis world.",,,,,,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.0,0.074,0.048,0.0,0.255,0.637,,0.092,0.453,0.0,0.0,,0.81,0.0,24.11,0.0,0.0,0.02,0.0,0.0,0.0,1.02,0.12,0.0,
Pennywise,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Focused","Earthy,Woody,Sweet","Pennywise is a high-CBD indica cross between Harlequin and Jack the Ripper, a combination that lends this strain its killer clown name. Four phenotypes of this Stephen King-inspired strain exist, some of which have fingerlike buds while others appear more round. Notes of coffee and pepper lift from the purple-fringed flowers with undertones of lemon and bubblegum. Rich in the therapeutic compound CBD, Pennywise is especially effective in treating arthritis, PTSD, epilepsy, neurological disorders, and cancer symptoms. It contains a 1:1 ratio of CBD and THC, so the psychoactive effects are milder and more relaxing. Jack the Ripper’s cerebrally focused effects are detectable in Pennywise’s genes as euphoria and mental clarity take over with an invigorating buzz. Pennywise flowers in 60 to 67 days and is suitable for either indoor or outdoor gardens.",,,,,,0.005,0.005,0.009,0.0,0.0,0.078,0.004,0.026,0.0,0.147,0.04,0.059,0.26,0.003,0.193,0.982,,0.125,0.128,0.003,0.0,,1.55,0.0,13.99,0.0,0.0,1.56,0.06,0.0,0.0,0.74,0.08,0.03,
